id,symbol,name,chain,ecosystem,address,usd_price,mcap,fdv,volume_24h,total_liquidity,price_change_percentage_1h,price_change_percentage_24h,price_change_percentage_7d,price_change_percentage_30d,volume_change_percentage_7d,volume_change_percentage_30d,mcap_change_percentage_7d,mcap_change_percentage_30d,price_high_24h,price_ath,circulating_supply,total_supply,support,resistance,rsi,sma,total_holder_count,holder_count_change_percentage_24h,fifty_percentage_holding_wallet_count,first_100_buyers_initial_bought,first_100_buyers_initial_bought_percentage,first_100_buyers_current_holding,first_100_buyers_current_holding_percentage,top_10_holder_balance,top_10_holder_percentage,top_50_holder_balance,top_50_holder_percentage,top_100_holder_balance,top_100_holder_percentage,top_25_holder_buy_24h,top_25_holder_sold_24h,wallet_address,wallet_balance,dev_wallet_total_holding_percentage,dev_wallet_outflow_txs_count_24h,dev_wallet_outflow_amount_24h,fresh_wallet,dev_sold,dev_sold_percentage,bundle_wallet_count,bundle_wallet_supply_percentage,mindshare_3d,mindshare_change_percentage_3d,impression_count_3d,impression_count_change_percentage_3d,engagement_count_3d,engagement_count_change_percentage_3d,follower_count_3d,smart_follower_count_3d,mindshare_7d,mindshare_change_percentage_7d,impression_count_7d,impression_count_change_percentage_7d,engagement_count_7d,engagement_count_change_percentage_7d,follower_count_7d,smart_follower_count_7d,last_updated_at
agent-zero-token,A0T,Agent Zero Token,base,base,,1.9300,1934638.00,1934638.00,43530.00,426884.20,-0.25,-1.71,-39.74,5.87,-68.50,2.10,-37.60,4.80,2.0400,5.2200,1000000.00,,1.7740821806,2.5828709683,45.47,2.1216007219,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,-64.9,110,-6.78,810,12,,,7891,-72.01,228,-49.56,810,12,2025-06-18T16:45:29.516Z
echoleaks-by-virtuals,ECHO,EchoLeaks by Virtuals,base,virtuals,,0.0006,561044.00,561044.00,1278.90,156563.30,-2.02,-6.85,-27.27,58.93,-89.00,376.60,-27.90,40.80,0.0006,0.0086,997264119.35,997264119.35,0.0005556820,0.0007259060,34.94,0.0006475773,95683,0.01,84769.00,25470281.11,2.55,3312153.88,0.33,86783146.77,8.70,142238988.36,14.26,156802130.60,15.72,0.00,0.00,0xbf4605a968548fcd6cd805e6b0445459e1aa1a73,,,,,True,False,72.54,5,0.00,,,,,,,2019,40,,,,,,,2019,40,2025-06-18T16:49:27.826Z
defai,DEFAI,DeFAI,base,base,,0.0002,146218.00,165978.00,1118.95,44884.10,-1.23,-2.70,-25.21,-11.06,-32.40,-89.90,-21.10,0.90,0.0002,0.0097,880944516.76,,0.0001622576,0.0002159689,32.05,0.0001862410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7801,91,,,,,,,7801,91,2025-06-18T16:45:45.466Z
0x735d102620f164d1e274613ff4703fed42f173d8-prototype,NEXIS,Nexis Tools,base,virtuals,,0.0000,13829.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,4.00,,,,,1063284.11,0.11,1063284.11,0.11,1063284.11,0.11,0.00,0.00,0x185cb89d68e2fa47ca8dfb5bcb15e058fc155810,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:38:50.517Z
0x968d532fc25e565710c5fbcc6310ff286fb3a220-prototype,KARL,Karl from Basefarm,base,virtuals,,0.0000,12468.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,7.00,,,,,,,,,,,0.00,0.00,0x21110118987e8d81b1fab01e50ec245ad9aa7a7e,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:51:10.071Z
0x80806982bd2414c36b2993ce270497421ccf942a-prototype,TUDIO,Studio Coin,base,virtuals,,0.0000,11704.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,9,,6.00,341437418.22,34.14,91336713.77,9.13,88718569.34,8.87,88718569.34,8.87,88718569.34,8.87,0.00,0.00,0xc6ef7bda23a801e18d98b3727afa062378b16664,88710215.80,8.90,,,False,False,0.00,1,8.87,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.497Z
0xbb40f594a7cda433cb888e80e440b97fff279376-prototype,MATCHY,Matchy,base,virtuals,,0.0000,11698.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,133,,,,,,,85426585.52,8.54,88492188.46,8.85,88492188.46,8.85,0.00,0.00,0x049b1c0ad5948d88f100fc79183363880aa42f6f,24152232.30,2.40,,,True,False,0.00,1,2.42,,,,,,,,,,,,,,,,,2025-06-18T16:53:14.601Z
0xbb4b6e9534fafa37291ca3e89bfa31aff97572f1-prototype,WICAI,WICAI AGENT ,base,virtuals,,0.0000,11666.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,88,,85.00,788835143.27,78.88,82815505.15,8.28,87242211.46,8.72,87242213.44,8.72,87242213.44,8.72,0.00,0.00,0xa17db85ba37a1a055db7b11bc32a6c8e4579d31b,11979120.60,1.20,,,True,False,0.00,1,1.20,,,,,,,,,,,,,,,,,2025-06-18T16:54:04.768Z
0xe6233a017c9b259452be7273950b7539d623a7b5-prototype,RFTS,Runfastus,base,virtuals,,0.0000,11659.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,14,,11.00,,,,,86939971.50,8.69,86939971.50,8.69,86939971.50,8.69,0.00,0.00,0xcf6bab8921e5ec90c29ef931249da5279669fc78,51622542.50,5.20,,,False,False,0.00,1,5.16,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.493Z
0x2cd351e1d69992e3181ca759bed93d0cd14e7524-prototype,MTR,MENTOR,base,virtuals,,0.0000,11641.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,345,,341.00,637913945.33,63.79,7938339.71,0.79,68625572.86,6.86,85699050.44,8.57,86250890.58,8.63,0.00,0.00,0x1cea1f2c3f2bc87a536c9e35d78afc85a9e6c73d,,,,,True,True,145.93,1,1.07,,,,,,,,,,,,,,,,,2025-06-18T16:53:16.366Z
9qfmqgnqajpvzt8nmz6dvunug9ctq8wrevffsh7rvirt-prototype,POOP,poop,base,virtuals,,0.0000,11640.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:11.526Z
0x8cdec6f8ebb027ba187278849b2632bd6ce4aa08-prototype,RESUME,ResumAI,base,virtuals,,0.0000,11631.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,37,,34.00,,,,,85867161.58,8.59,85867161.58,8.59,85867161.58,8.59,0.00,0.00,0x0a6328798a96812e6c8392e7f3ddd1b0a7bc9750,16200230.80,1.60,,,True,False,0.00,1,1.62,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.503Z
0xd68dc457ecaa62591f1ac36590a6b54f0a9c0f71-prototype,LEENA,Leena,base,virtuals,,0.0000,11617.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,120,,118.00,723622928.24,72.36,34184708.69,3.42,84779086.32,8.48,85293208.35,8.53,85293208.35,8.53,0.00,0.00,0xdf5c7d6dc55afefc4e8c9bae7a74cb9118f17584,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:16.392Z
0x9fd5e19f5e45422f3c5665b3aa9047f9a4027b4c-prototype,WIGBD,Ignis Blade,base,virtuals,,0.0000,11590.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,32,,,,,,,70333332.88,7.03,84249666.90,8.42,84249666.90,8.42,0.00,0.00,0x28b482f80a3dad06fcb285b4e16ffbc72525ea9b,4360050.20,0.40,,,True,False,59.53,1,0.44,,,,,,,,,,,,,,,,,2025-06-18T16:53:14.622Z
0x918817f760d2fb22819d2d8f1262cf019cddd4d8-prototype,XENA,Xena Robins,base,virtuals,,0.0000,11572.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,25,,22.00,494315579.93,49.43,61913696.62,6.19,61913696.62,6.19,61913696.62,6.19,61913696.62,6.19,0.00,0.00,0xe28cede3b77d79e0405764d16ad8dc009f9727a8,61913696.10,6.20,,,True,False,0.00,1,6.19,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.487Z
0x68636eba5423ca3f830c6edf6e9d22224416793c-prototype,CCT,Gem Hunter CheetAI,base,virtuals,,0.0000,11569.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,38,,,823168126.26,82.32,83420110.03,8.34,83420110.03,8.34,83420110.03,8.34,83420110.03,8.34,0.00,0.00,0xb35894bddba6c765f776b731eae116061984b25f,52083284.00,5.20,,,True,False,0.00,1,5.21,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.489Z
0x38f07f2c58a4751da0b847394bb5d0d71e269784-prototype,HOLOBO,Holo Board,base,virtuals,,0.0000,11558.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,186,,180.00,716240763.05,71.62,635751.89,0.06,20333334.79,2.03,21263104.05,2.13,21263104.05,2.13,0.00,0.00,0xe665ad0b783f814040bf2e6ff9d34b7c8f83d15a,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.515Z
0x9793c0cec478940a7aa88b1a035c4d9139c949ad-prototype,DELILA,Delilah,base,virtuals,,0.0000,11546.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,113,,110.00,1391699995.88,139.17,62816797.27,6.28,82311479.27,8.23,82506176.70,8.25,82506176.70,8.25,0.00,0.00,0x8a9efc76b77dfd8c9f84f292cfd80a6b856a5ab6,50468643.90,5.00,,,True,False,0.00,1,5.05,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.509Z
0x347a4b104dcf77f2fccc00fbe2f3c139578c64a5-prototype,XCHAOS,AIxCHAOS,base,virtuals,,0.0000,11541.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,319,,,738434431.26,73.84,23081959.64,2.31,72329411.10,7.23,82312014.20,8.23,82312014.20,8.23,0.00,0.00,0xcb6fb40d3825170ae85a533b01ade287c8e52ccc,,,,,False,True,200.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:54.097Z
0x685b713a237ac1f9de1ecc2a7cab135a8d09f96b-prototype,TBAI,TokenBuilderAI,base,virtuals,,0.0000,11537.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,33,,,1488685406.69,148.87,81891768.23,8.19,82144194.79,8.21,82144194.79,8.21,82144194.79,8.21,0.00,0.00,0x2db8e51035ddb6e2182fe02f5a79624ebb8bde5a,0.20,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.484Z
0xe40695ab1b734a8624255206c048d578c50edd0b-prototype,SEAL,SEAL,base,virtuals,,0.0000,11516.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,177,,173.00,,,,,71784218.28,7.18,81301717.70,8.13,81301717.70,8.13,0.00,0.00,0x0f06bf73403682893ac9da53b59340c65c95807a,494755.10,,,,True,False,0.00,1,0.05,,,,,,,,,,,,,,,,,2025-06-18T16:53:14.619Z
0xffc4acc1a10817f0ca5eb762b6994de2db5e1520-prototype,DIO,RETAR,base,virtuals,,0.0000,11508.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,222,,221.00,556771049.51,55.68,16232170.64,1.62,79076513.69,7.91,80964816.07,8.10,80964816.07,8.10,0.00,0.00,0x14d8d5e882eb9c1773c00f87745e7ae7d9a48a62,16232169.20,1.60,,,True,False,0.00,1,1.62,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.485Z
0x234c3545135f841771809787f01266eb10b0d622-prototype,HEIDI,Heidi,base,virtuals,,0.0000,11505.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,16,,13.00,337552526.18,33.76,80860586.77,8.09,80860586.77,8.09,80860586.77,8.09,80860586.77,8.09,0.00,0.00,0xcf72b982a03ae87e244a362c53f9afed10b459d3,13349382.90,1.30,,,True,False,0.00,1,1.33,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.482Z
0xbe6b8ff24bcadb2745d6c5ff36bb65e812d67373-prototype,PYTHON,Python Virtuals,base,virtuals,,0.0000,11495.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,1000000000.00,,,,,24,,20.00,,,,,80459345.64,8.05,80459345.64,8.05,80459345.64,8.05,0.00,0.00,0xb514977420f07cd3e88e4c51058e765fe3a68275,,,,,False,False,11.10,2,9.01,,,,,,,,,,,,,,,,,2025-06-18T16:54:04.747Z
aixcb-by-virtuals,AIXCB,aixCB by Virtuals,base,virtuals,,0.0081,8063649.00,8063649.00,82297.00,650106.00,-2.29,-3.48,-16.39,-38.18,-58.30,-19.00,-15.00,-35.60,0.0087,0.1133,993506898.71,993506898.71,0.0079516971,0.0107119417,42.96,0.0091374235,114435,0.03,103037.00,,,,,43195851.15,4.35,85156218.70,8.57,104620083.45,10.53,4052158.10,745.00,0xde0e69004ff6c65a2158e32475a8daf01a8b6106,4823892.10,0.50,,,True,False,54.89,7,6.52,0.26487285295519475,-10.95,68442,-8.68,720,43.43,16656,327,0.25677155748416935,48.21,181824,120.98,1759,76.78,16656,323,2025-06-18T16:49:27.838Z
eolas,EOLAS,Eolas ☴,base,base,,0.0142,297786.00,297786.00,10067.37,84469.90,-4.03,2.13,9.43,4.31,25.20,829.20,22.80,6.90,0.0148,0.1085,21000000.00,,0.0126371983,0.0175146006,44.36,0.0147949393,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,30,,2806,65,,,1076,,30,,2806,65,2025-06-18T16:45:45.458Z
0x804ea37d9b0c6fc9d131503e750c6ac36234583b-prototype,TOM,TOM,base,virtuals,,0.0000,17113.90,,0.00,,,-5.60,-26.10,-19.00,0.00,0.00,-24.00,-19.80,,,,,,,,,120,,118.00,915324304.56,91.53,26569409.40,2.66,242958324.20,24.30,248698867.68,24.87,248698867.68,24.87,0.00,0.00,0x049430f88656d7ec10afd43cef1721caf812fc7d,20919279.90,2.10,,,True,False,0.00,2,2.09,,,,,,,,,,,,,,,,,2025-06-18T16:38:59.032Z
0x8874435181c508af1c6c1f8a7497d702c6ed4942-prototype,SAKURA,Sakura Miyu,base,virtuals,,0.0000,14677.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,250,,248.00,,,,,28248627.87,2.82,30340083.55,3.03,30340083.55,3.03,0.00,0.00,0xc789985fc9dbe15b9882e892916e6ad9489995f6,,,,,True,False,50.00,5,,,,,,,,,,,,,,,,,,2025-06-18T16:38:55.875Z
0xd55d9e300ddf76e2752fb35414ae7363e686bf85-prototype,MAVEN,Defi Maven,base,virtuals,,0.0000,14347.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,37,,36.00,803570949.62,80.36,16233819.33,1.62,16233819.33,1.62,16233819.33,1.62,16233819.33,1.62,0.00,0.00,0x83b3e6e85d635aa21c686f8566fabb3c03804279,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:45.370Z
0xea05798b597b58c87318bbf1059228ac92f92a95-prototype,KIL,mkill,base,virtuals,,0.0000,14314.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,2,,1.00,,,,,,,,,,,0.00,0.00,0x66933da092b8b6dc9847c432a263542eaaa60461,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:35:56.188Z
0x76a91c946cf3bfe06092eaf17c70d37ce112dc03-prototype,HODL,Distracted Boyfriend,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,7.00,121465419.38,12.15,,,,,,,,,0.00,0.00,0x168ad436b08065a3fbcaea35c2166952420adb36,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:22.660Z
fi8d3tjtnxqhkee8kf9hhzuwka8ec6n9sc2etdelvirt-prototype,XYRA,XyraDao,base,virtuals,,0.0000,12323.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-18T16:54:07.855Z
0x6b0fb21ac1fe5851bd95b9a262ca1bb43ecea45a-prototype,TRBOAI,Turbo Agents,base,virtuals,,0.0000,11476.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,74,,70.00,725310453.98,72.53,59295162.82,5.93,60195997.15,6.02,60210370.74,6.02,60210370.74,6.02,0.00,0.00,0xa24c83cff66c78624760b0a5c2bb3de6d93062d1,384381.10,,,,True,True,98.07,1,0.04,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.480Z
0x2272a29335403fa5327773dbb1359d6e16cd49b4-prototype,CURA,CURA,base,virtuals,,0.0000,11473.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,25,,23.00,844609024.89,84.46,79587857.06,7.96,79587857.06,7.96,79587857.06,7.96,79587857.06,7.96,0.00,0.00,0xa127cd82b1cb8f869927f61dd20f65dd5fe6b5c4,0.10,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.479Z
0xc3f7a0bc9369f48ec767d2ef4bc83177cd9258f6-prototype,GAWX,GAWX,base,virtuals,,0.0000,11473.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,360,,359.00,797148457.83,79.71,21963138.64,2.20,53277215.19,5.33,79237944.86,7.92,79581586.12,7.96,0.00,0.00,0x32d897232c74a68fb781d181de9bd6529554449f,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.481Z
0x1d5e912584617aa7a8095e8a5fd256e479eaeec6-prototype,SAB,SabongR info,base,virtuals,,0.0000,11459.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,77,,74.00,632528136.37,63.25,72639150.68,7.26,73052509.24,7.31,79030805.62,7.90,79030805.62,7.90,0.00,0.00,0xc802e03e0bc16ded691e97ad55cd2afa70ea4d0c,63832415.30,6.40,,,True,False,0.00,1,6.38,,,,,,,,,,,,,,,,,2025-06-18T16:53:12.498Z
maga,TRUMP,MAGA,base,base,,0.1409,6365659.00,6365659.00,434024.00,9750.10,-0.77,1.27,-20.35,-26.61,144.50,113.30,-18.50,-26.80,0.1447,17.5100,45019550.13,,0.1144497433,0.1650307230,52.65,0.1546402705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18T16:45:21.733Z
iagent-protocol,$AGNT,iAgent Protocol,base,base,,0.0044,800795.00,4413765.00,24676.00,45507.40,0.00,0.03,0.00,2.15,0.00,-87.80,0.40,119.80,0.0044,0.0286,181431239.48,,0.0023776248,0.0037928146,23.92,0.0027539663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239260,757,,,,,,,239260,757,2025-06-18T16:45:45.464Z
nounspace,$SPACE,nounspace,base,base,,0.0043,428455.00,428455.00,284.49,92704.10,0.06,2.33,-11.91,-5.83,-37.70,-54.20,-10.20,-3.40,0.0043,0.0446,100723681.18,,0.0041523839,0.0045390949,51.85,0.0043191165,,,,,,,,,,,,,,,,,,,,,,,,,,0.031763207976334334,,6135,65.63,107,42.67,4294,81,0.012261855031619579,-0.63,11098,-38.05,208,-70.66,4294,80,2025-06-18T16:45:45.448Z
nikita-by-virtuals,NIKITA,NIKITA by Virtuals,base,virtuals,,0.0001,114353.00,114353.00,26.22,69913.90,-2.43,-4.82,-33.79,-36.88,-95.40,-95.60,-33.40,-43.00,0.0001,0.0080,997293477.19,997293477.19,0.0001150785,0.0001742234,39.37,0.0001430463,97980,0.01,53.00,16329948.32,1.64,5064836.06,0.51,146406502.80,14.68,242502453.86,24.32,285559690.95,28.63,0.00,0.00,0x20db6e29332e78ac639ed078bde3ae1ffac71870,,,,,True,False,8.41,2,0.16,,,1548,14.67,68,3.03,228,6,,,3388,-27.79,152,-14.12,228,6,2025-06-18T16:49:27.823Z
0x19588dde30eb4d00d52ed02579e1d6943397e1fa-prototype,AIA,AstraAI,base,virtuals,,0.0000,21235.60,,31.10,,,-4.50,-27.60,-41.70,-82.40,-98.60,-27.00,-41.40,,,,,,,,,898,,879.00,706220774.33,70.62,223993404.10,22.40,292473522.14,29.25,314213526.56,31.42,317473318.67,31.75,0.00,0.00,0xc6a023ac98203cc6e2c3de44f11547df2be08750,,,,,False,True,96.74,1,13.50,,,,,,,,,,,,,,,,,2025-06-18T16:39:05.623Z
0x7c7405d720e93d7bf23d3f9a4fdbf6c4bb46e251-prototype,BHAI,BH,base,virtuals,,0.0000,18444.60,,0.00,,,-5.30,-25.00,-18.20,0.00,0.00,-23.30,-18.00,,,,,,,,,257,,256.00,,,,,123277032.74,12.33,135021647.71,13.50,135021647.71,13.50,0.00,0.00,0x083c66abcf9c82dedb6d75e1242e6bda7d28aea9,,,,,False,True,100.00,2,,,,,,,,,,,,,,,,,,2025-06-18T16:38:59.052Z
0x0b6bfcdebd220d043500559bb4b5ac4ed3b2e946-prototype,ADHD,ADHD,base,virtuals,,0.0000,17811.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,7.00,274404266.99,27.44,,,,,,,,,0.00,0.00,0xd782d34b625af78b1a02ae60e7e9ceb6e26fe3d2,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:39:12.219Z
0xfe2839a31e2135ccee4c2f78a136d7f43c5b5ee9-prototype,BROKE,Broke,base,virtuals,,0.0000,13971.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,27,,26.00,602212175.25,60.22,0.86,0.00,0.86,0.00,0.86,0.00,0.86,0.00,0.00,0.00,0x2ae27f5d0b8e48f75174f28d51188905ec1b666b,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:36:21.089Z
0xc23045d878860b177ddcda2a90897900cfd9186e-prototype,ZEN,Zenith,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,,195853026.31,19.59,,,,,,,,,0.00,0.00,0x885dd333fbaed88c6094b623b459c5d8e462624d,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:20.057Z
0x1ea3cd7d54ff37eb9d133203777bb03880c35956-prototype,BERL,BERALIS AGENT,base,virtuals,,0.0000,12468.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,,71079684.64,7.11,,,,,,,,,0.00,0.00,0xd1384ceee58ef49d971693be18b6d7c131e09993,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:52:36.811Z
0x26f62b3ee99038c08693eda0ace2cd1380ad8174-prototype,CREDIX,CREDIX,base,virtuals,,0.0000,11354.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,62,,60.00,847662937.78,84.77,25194385.48,2.52,74760805.24,7.48,74760805.24,7.48,74760805.24,7.48,0.00,0.00,0x0ab2e2f3f7a7b6e5b52cad782781c289683403e4,25194039.20,2.50,,,False,False,0.00,1,2.52,,,,,,,,,,,,,,,,,2025-06-18T16:53:10.534Z
0x63e45f5c48bdce10d10f602588412fdf9180a56d-prototype,INCOOM,Incoomer,base,virtuals,,0.0000,11353.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,326,,,769800254.11,76.98,16979798.78,1.70,72592134.45,7.26,74708511.10,7.47,74708511.10,7.47,0.00,0.00,0x6a018ad51de844243ce7fb743c3e5f4481df6858,16979797.80,1.70,,,False,False,0.00,1,1.70,,,,,,,,,,,,,,,,,2025-06-18T16:53:14.601Z
0x528152ad289b3bd73fd0b14f2dd499a2c2e757f7-prototype,WJADE,Jade Phantom,base,virtuals,,0.0000,11344.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,26,,25.00,394969854.16,39.50,74379341.19,7.44,70612005.30,7.06,74379341.19,7.44,74379341.19,7.44,0.00,0.00,0x6eaafe3ee2ca14c06f784b56983bbf6b4630353d,4404091.10,0.40,,,True,False,59.12,1,0.44,,,,,,,,,,,,,,,,,2025-06-18T16:53:14.600Z
0xb186f45cf1349d5d6801cb6b2eecab1abc33f16c-prototype,0XAI,0xAI,base,virtuals,,0.0000,11340.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,7.00,,,,,74187316.61,7.42,74187316.61,7.42,74187316.61,7.42,0.00,0.00,0xaef55d45ea5547e7b2ad75065b974c24ae0bf7b1,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:10.536Z
0x32bc40497b8c83419ba1eeee6a2a64e16b4a4853-prototype,EVE,Council of EVE,base,virtuals,,0.0000,18530.20,,0.00,,,-5.00,-20.80,-13.60,-100.00,0.00,-23.30,-17.60,,,,,,,,,227,,226.00,728099834.97,72.81,2840500.85,0.28,70072771.77,7.01,77981291.45,7.80,77981291.45,7.80,0.00,0.00,0xbca01616b2b96515728d281f0651dbbd2282f31b,896.00,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-18T16:38:29.421Z
0x6b41ce9b32218817687767f0a53dca8354512fcd-prototype,DOGEAI,DOGE AI,base,virtuals,,0.0000,14532.20,,16.10,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,307,,307.00,780938850.72,78.09,411686.63,0.04,145717703.32,14.57,180897258.72,18.09,182353630.19,18.24,0.00,0.00,0x59fc22fe3c28291b7ebb02ce3dc2270fe215c430,,,,,True,False,21.07,2,3.75,,,,,,,,,,,,,,,,,2025-06-18T16:38:59.042Z
0xa294756d827d6909d34e43c92649eace7604e31e-prototype,DEVAI,Dr. Evelyn Walsh,base,virtuals,,0.0000,13887.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,,338511005.28,33.85,65942.35,0.01,65942.35,0.01,65942.35,0.01,65942.35,0.01,0.00,0.00,0x03630d9a01b889332464d00e56dd4189a02985ad,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:37.496Z
0xd4edb83a6d7a9e23ce0a8cfc4102abf599477b97-prototype,DONT,popo,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,3,,2.00,,,,,,,,,,,0.00,0.00,0x28582ca65d5da6895f8c292dd136b5beb41ae41d,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:33.737Z
0xcd69b4a9dfaae16cd47789b02e1b07e9aaf399e3-prototype,ROSE,ROSE,base,virtuals,,0.0000,13885.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,4.00,,,,,0.52,0.00,0.52,0.00,0.52,0.00,0.00,0.00,0x8bbecf88bc8664c2f7cbc9cc52360dc1c800d1e9,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-18T16:53:25.544Z
